method_name,old_code,new_code,is_vulnerable
i
n
 
c
o
m
p
l
i
a
n
c
e


 
*
 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t


 
*


 
*
 
 
 
h
t
t
p
:",1
DefaultReportJobDelegate::execute," 
a
g
r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n","e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 ",1
CamelRouteLoader::loadRoutes,"u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e","u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r",1
SAML2ReaderWriter::init,"g
r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 ","r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*",1
ReportITCase::auditReport,"n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p",";
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 ",1
ReportITCase::executeAndExport,"e


 
*
 
t
o
 
y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e","t
o
 
y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e",1
ReportITCase::deleteExecutions,"i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 
""
L
i","e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 
""
L
i
c
e
n
s
e",1
ArchetypeProcess::run," 
F
o
u
n
d
a
t
i
o
n
 
(
A
S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r","w
a
r
e
 
F
o
u
n
d
a
t
i
o
n
 
(
A
S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d",1
ContainerProcess::run,"S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f
i
l
e


 
*
 
t
o
 
y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 ",".
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f
i
l
e


 
*
 
t
o
 
y
o
u
 
u
n
d
e
r
 
t
h
e
 
A
p
a
c
h
e
 
L
i
c
e
n
s
e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 
""
L
i
c
e
n",1
FileSystemUtils::writeXML,"t
r
i
b
u
t
e
d
 
w
i
t
h","r
i
b
u
t
e
d
 
w
i
t
h
 ",1
MavenUtils::createSettingsWithProxy,"n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s","t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e",1
MavenUtils::archetypeGenerate,"

 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e","o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l",1
XMLRolesReader::init,"S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a","A
S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n",1
ReportJob::execute,"r
e
e
m
e
n
t
s
.
 
 
S
e
e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o","h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h",1
ReportController::exportExecutionResult,"f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h","f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h
i
p
.
 
 
T
h
e
 
A
S
F
 
l
i
c
e
n
s
e
s
 
t
h
i
s
 
f",1
ContentExporter::export,"l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e


 
*
 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h","e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e


 
*
 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L",1
SubjectSearchDAOImpl::parseOrderBy,"s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e"," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l",1
SubjectSearchDAOImpl::parseOrderBy,"s
i
o
n
 
2
.
0
 
(
t
h
e


 
*
 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e"," 
""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l",1
WysiwygEditor::onInitialize,"u
t
e
d
 
w
i
t
h

","u
t
e
d
 
w
i
t
h


 ",1
WysiwygEditor::onInitialize,"u
t
e
d
 
w
i
t
h

","u
t
e
d
 
w
i
t
h


 ",1
WysiwygEditor::convertInput,"O
T
I
C
E
 
f
i
l
e
 
d","N
O
T
I
C
E
 ",1
WysiwygEditor::onInitialize,"i
t
h


 
*
 
t
h
i
s","u
t
e
d
 
w
i
t
h


 ",1
getZkSecretAcls,"A
S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r","A
S
F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o",1
StormClusterStateImpl::setupHeatbeats,"/
/
w","p
:
/
/",1
StormClusterStateImpl::setAssignment,"i
m
p
l
i","m
p
l
i
e
d",1
StormClusterStateImpl::setTopologyLogConfig,"r
e
d","i
r
e
d",1
StormClusterStateImpl::reportError," 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
l
i
m","n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d


 
*
 
l
i
m
i
t
a
t
i
o
n",1
StormClusterStateImpl::lastError,"e
.


 
*
/




p
a","

p
a
c
k
a
g
e
 ",1
StormClusterStateImpl::setupBackpressure,"i
b
u","i
b
u
t",1
StormClusterStateImpl::setupBackpressure,"i
b
u","i
b
u
t",1
StormClusterStateImpl::setTopologyLogConfig,"r
e
d","i
r
e
d",1
StormClusterStateImpl::setAssignment,"i
m
p
l
i","m
p
l
i
e
d",1
StormClusterStateImpl::setCredentials,"a
g
e
 
o
r","g
.
a
p
a",1
StormClusterStateImpl::setupHeatbeats,"/
/
w","p
:
/
/",1
StormClusterStateImpl::addNimbusHost,",
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h
e

","e
,
 
V
e
r
s
i
o
n
 
2
.
0
 
(
t
h",1
StormClusterStateImpl::addPrivateWorkerKey,"p
o
r
t
 
j
a","j
a
v
a
.
n
i
o",1
TransactionalState::TransactionalState,"F
)
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t",")
 
u
n
d
e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o",1
TransactionalState::TransactionalState,"e
r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b","r
 
o
n
e


 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u",1
CuratorUtils::newCurator,"F
o
u","u
n
d
a",1
CuratorUtils::newCuratorStarted,"m
e
n
t
s
.","T
I
C
E
 
f
i",1
CuratorUtils::newCurator,"F
o
u","u
n
d
a",1
CuratorUtils::newCurator,"F
o
u","u
n
d
a",1
CuratorUtils::newCurator,"F
o
u","u
n
d
a",1
CuratorUtils::newCurator,"F
o
u","u
n
d
a",1
CuratorUtils::newCuratorStarted,"m
e
n
t
s
.","T
I
C
E
 
f
i",1
CuratorUtils::newCuratorStarted,"m
e
n
t
s
.","T
I
C
E
 
f
i",1
CuratorUtils::newCurator,"F
o
u","u
n
d
a",1
CuratorUtils::newCuratorStarted,"m
e
n
t
s
.","T
I
C
E
 
f
i",1
Utils::getWorkerACL,"w
a
r
e


 
*
 
d
i
s
t
r","d
 
u
n
d
e
r
 ",1
ClientZookeeper::mkClientImpl,"c
e
n","""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o",1
ClientZookeeper::mkClientImpl,"c
e
n","""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o",1
ClientZookeeper::mkClientImpl,"c
e
n","""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o",1
ClientZookeeper::mkClientImpl,"c
e
n","""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o",1
ClientZookeeper::mkClientImpl,"c
e
n","""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o",1
ClientZookeeper::mkClient," 
c
o","c
o
n
t",1
ClientZookeeper::mkClientImpl,"c
e
n","""
L
i
c
e
n
s
e
""
)
;
 
y
o
u
 
m
a
y
 
n
o",1
ClientZookeeper::mkClient," 
c
o","c
o
n
t",1
BlobStoreUtils::createZKClient,")
 
u
n
d
e
r
 
o"," 
u
n
d
e
r
 
o
n
e",1
BlobStoreUtils::createZKClient,")
 
u
n
d
e
r
 
o"," 
u
n
d
e
r
 
o
n
e",1
LocalFsBlobStore::prepare,"i
b
u
t
o
r
 
l
i
c
e
n
s
e
 ","b
u
t
o
r
 
l
i
c
e
n
s
e
 
a",1
Nimbus::launch,"m
o
n
.
b","o
n
.
b
a
s
e
.
S
t",1
Nimbus::setLogConfig,"g
e
n
e
r
a
t
e
d
.
A
u
t
h
o
r
i
z
a
t
i
o
n
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o","e
d
.
A
u
t
h
o
r
i
z
a
t
i
o
n
E
x
c
e
p
t
i
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
g
e
n
e",1
Nimbus::startTopology,"a
c
h
e
.
s
t
o
r
m
.
C
o
n
s
t
a
n
t
s
;


i
m
p
o","t
o
r
m
.
C
o
n
s
t
a
n
t
s
;


i
m
p
o
r
t
 
o
r
g",1
Nimbus::mkAssignments,"e
r
;","p
o
r",1
Nimbus::submitTopologyWithOpts,"r
S
t
a
t
e
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
d
a
e
m
o
n
.
D
a
e
m
o
n
C
o
m
m
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
d
a
e
m
o
n
.
S
h
u
t
d
o
w
n
a
b
l
e
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
d
a
e
m
o
n
.
S
t
o
r
m
C
o
m
m
o
n
;


i
m
p
o
r
t
 
o",";


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
d
a
e
m
o
n
.
D
a
e
m
o
n
C
o
m
m
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
d
a
e
m
o
n
.
S
h
u
t
d
o
w
n
a
b
l
e
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.
s
t
o
r
m
.
d
a
e
m
o
n
.
S
t
o
r
m
C
o
m
m
o
n
;


i
m
p
o
r
t
 
o
r
g
.
a
p
a
c",1
Nimbus::makeZKClient,"p
;




i
m
p
o
r
t","p
o
r
t
 
j
a
v
a
.",1
BlobStoreUtils::createZKClient," 
(
A
S
F
)
 
u",")
 
u
n
d
e
r
 ",1
BlobStoreUtils::createZKClient," 
(
A
S
F
)
 
u",")
 
u
n
d
e
r
 ",1
BlobSynchronizer::syncBlobs," 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g","m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r",1
KeySequenceNumber::getKeySequenceNumber,"i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s","s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h",1
KeySequenceNumber::getKeySequenceNumber,"i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s","s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h",1
LocalFsBlobStore::prepare,"t
r
i
b
u
t
o
r
 
l
i
c
e
n
s","i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e",1
StormClusterStateImpl::setupBackpressure,"E
-
2","E
-
2
.",1
StormClusterStateImpl::setupHeatbeats,"l
e
 ","f
i
l
e",1
StormClusterStateImpl::setAssignment,"b
u
t","t
e
d
 ",1
StormClusterStateImpl::setTopologyLogConfig,"u
 
m","o
u
 
m",1
StormClusterStateImpl::setCredentials,"s
e
 
f
o
r","e
 
s
p
e",1
StormClusterStateImpl::getWorkerHeartbeat,"s
 
f
i
l","i
s
 
f",1
StormClusterStateImpl::setTopologyLogConfig,"u
 
m","o
u
 
m",1
StormClusterStateImpl::setAssignment,"b
u
t","t
e
d
 ",1
StormClusterStateImpl::setupHeatbeats,"l
e
 ","f
i
l
e",1
StormClusterStateImpl::setupBackpressure,"E
-
2","E
-
2
.",1
SupervisorUtils::supervisorZkAcls,"""
)
;
 
y
o","""
)
;",1
Utils::newCurator,"e
a
m","a
m
;",1
Utils::newCurator,"e
a
m","a
m
;",1
Utils::getWorkerACL,"m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.","m
p
o
r
t
 
o
r",1
Utils::newCurator,"e
a
m","a
m
;",1
Utils::newCurator,"e
a
m","a
m
;",1
Utils::getWorkerACL,"m
p
o
r
t
 
o
r
g
.
a
p
a
c
h
e
.","m
p
o
r
t
 
o
r",1
Utils::newCuratorStarted,"c
h
e
.
c","c
.
D
e
f",1
Utils::newCurator,"e
a
m","a
m
;",1
Utils::newCuratorStarted,"c
h
e
.
c","c
.
D
e
f",1
Utils::newCurator,"e
a
m","a
m
;",1
Utils::newCuratorStarted,"c
h
e
.
c","c
.
D
e
f",1
Utils::newCuratorStarted,"c
h
e
.
c","c
.
D
e
f",1
Zookeeper::zkLeaderElector,"e
 
L","i
c
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::zkLeaderElector,"e
 
L","i
c
e",1
Zookeeper::zkLeaderElectorImpl,"c
e
n
s
e
.
 
 
Y
o
u
 ","s
e
.
 
 
Y
o
u
 
m
a
y",1
Zookeeper::mkClient,"e
n
t","t
s
.",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClient,"e
n
t","t
s
.",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::zkLeaderElectorImpl,"c
e
n
s
e
.
 
 
Y
o
u
 ","s
e
.
 
 
Y
o
u
 
m
a
y",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
Zookeeper::mkClientImpl,"c
e
n","n
s
e",1
BlobStoreUtils::createZKClient,"n
d
e
r
 
o
n
e","d
e
r
 
o
n
e

",1
BlobStoreUtils::createZKClient,"n
d
e
r
 
o
n
e","d
e
r
 
o
n
e

",1
LocalFsBlobStore::prepare,"i
b
u
t
o
r
 
l
i
c
e
n
s
e
 ","u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m",1
StormClusterStateImpl::setupBackpressure,"E
-
2","E
-
2
.",1
StormClusterStateImpl::setupHeatbeats,"l
e
 ","f
i
l
e",1
StormClusterStateImpl::setAssignment,"b
u
t","t
e
d
 ",1
StormClusterStateImpl::setTopologyLogConfig,"u
 
m","o
u
 
m",1
StormClusterStateImpl::setCredentials,"s
e
 
f
o
r","e
 
s
p
e",1
StormClusterStateImpl::getWorkerHeartbeat,"s
 
f
i
l","i
s
 
f",1
StormClusterStateImpl::setTopologyLogConfig,"u
 
m","o
u
 
m",1
StormClusterStateImpl::setAssignment,"b
u
t","t
e
d
 ",1
StormClusterStateImpl::setupHeatbeats,"l
e
 ","f
i
l
e",1
StormClusterStateImpl::setupBackpressure,"E
-
2","E
-
2
.",1
SupervisorUtils::supervisorZkAcls,"""
)
;
 
y
o","""
)
;",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::getWorkerACL,"F
i
l
e
U
t
i
l
s
;


i
m
p
o
r
t","O
U
t
i
l
s
;

",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::getWorkerACL,"F
i
l
e
U
t
i
l
s
;


i
m
p
o
r
t","O
U
t
i
l
s
;

",1
Utils::newCuratorStarted,"e
c
u
t
o
r","r
g
.
a
p
a",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCuratorStarted,"e
c
u
t
o
r","r
g
.
a
p
a",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCuratorStarted,"e
c
u
t
o
r","r
g
.
a
p
a",1
Utils::newCuratorStarted,"e
c
u
t
o
r","r
g
.
a
p
a",1
BlobStoreUtils::createZKClient,"F
)
 
u
n
d
e
r","d
e
r
 
o
n
e

",1
BlobStoreUtils::createZKClient,"F
)
 
u
n
d
e
r","d
e
r
 
o
n
e

",1
BlobSynchronizer::syncBlobs," 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r","m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e",1
KeySequenceNumber::getKeySequenceNumber,"i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s","s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h",1
KeySequenceNumber::getKeySequenceNumber,"i
s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s","s
t
r
i
b
u
t
e
d
 
w
i
t
h
 
t
h
i
s
 
w
o
r
k
 
f
o
r
 
a
d
d
i
t
i
o
n
a
l
 
i
n
f
o
r
m
a
t
i
o
n


 
*
 
r
e
g
a
r
d
i
n
g
 
c
o
p
y
r
i
g
h
t
 
o
w
n
e
r
s
h",1
LocalFsBlobStore::prepare,"i
b
u
t
o
r
 
l
i
c
e
n
s
e
 ","u
t
o
r
 
l
i
c
e
n
s
e
 
a
g
r
e
e
m",1
StormClusterStateImpl::setupBackpressure,"E
-
2","E
-
2
.",1
StormClusterStateImpl::setupHeatbeats,"l
e
 ","f
i
l
e",1
StormClusterStateImpl::setAssignment,"b
u
t","t
e
d
 ",1
StormClusterStateImpl::setTopologyLogConfig,"u
 
m","o
u
 
m",1
StormClusterStateImpl::setCredentials,"s
e
 
f
o
r","e
 
s
p
e",1
StormClusterStateImpl::getWorkerHeartbeat,"s
 
f
i
l","i
s
 
f",1
StormClusterStateImpl::setTopologyLogConfig,"u
 
m","o
u
 
m",1
StormClusterStateImpl::setAssignment,"b
u
t","t
e
d
 ",1
StormClusterStateImpl::setupHeatbeats,"l
e
 ","f
i
l
e",1
StormClusterStateImpl::setupBackpressure,"E
-
2","E
-
2
.",1
SupervisorUtils::supervisorZkAcls,"""
)
;
 
y
o","""
)
;",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::getWorkerACL,"F
i
l
e
U
t
i
l
s
;


i
m
p
o
r
t","I
O
U
t
i
l
s
;",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::getWorkerACL,"F
i
l
e
U
t
i
l
s
;


i
m
p
o
r
t","I
O
U
t
i
l
s
;",1
Utils::newCuratorStarted,"e
c
u
t
o
r","o
r
g
.
a
p",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCuratorStarted,"e
c
u
t
o
r","o
r
g
.
a
p",1
Utils::newCurator,"m
o
n","o
n
s",1
Utils::newCuratorStarted,"e
c
u
t
o
r","o
r
g
.
a
p",1
Utils::newCuratorStarted,"e
c
u
t
o
r","o
r
g
.
a
p",1
Zookeeper::zkLeaderElector,"c
e
n","s
e
s",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::zkLeaderElector,"c
e
n","s
e
s",1
Zookeeper::zkLeaderElectorImpl,"e
s
/
L
I
C
E
N
S
E
-
2","L
I
C
E
N
S
E
-
2
.
0

",1
Zookeeper::mkClient,".
 
 "," 
S
e",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClientImpl,"e
 
a","a
g
r",1
Zookeeper::mkClient,".
 
 "," 
S
e",1
